0,-2,-2.5,7.289280247,-39.196624,0.00110716,-1.625271299,-2,-2.5,7.289280247,-39.196624
1,-2,-2.5,7.289280247,-39.196624,0.000968698,-0.00416117,-1.946628917,-3.226971529,7.289390963,-25.82889172
2,-2,-2.5,7.289280247,-39.196624,0.000830266,-0.003526226,-1.38730197,-3.694417324,7.289487833,-25.83192498
3,-2,-2.5,7.289280247,-39.196624,0.000691857,-0.002910148,-0.829388062,-4.163563784,7.289570859,-25.83449543
4,-2,-2.5,7.289280247,-39.196624,0.000553468,-0.002309644,-0.272675573,-4.634148141,7.289640045,-25.83661681
5,-2,-2.5,7.289280247,-39.196624,0.000415092,-0.001721502,0.283042651,-5.105916914,7.289695392,-25.83830046
6,-2,-2.5,7.289280247,-39.196624,0.000276725,-0.001142575,0.837970008,-5.578624243,7.289736901,-25.83955538
7,-2,-2.5,7.289280247,-39.196624,0.000138362,-0.000569763,1.392306872,-6.052030286,7.289764573,-25.84038829
8,-2,-2.5,7.289280247,-39.196624,0,1.43E-37,1.946251344,-6.525899675,7.28977841,-25.84080363
9,-2,-2.5,7.289280247,-39.196624,0,0,2.5,-7,7.28977841,-25.84080363
0,-2,-2.5,7.071067812,-0.785398165,2.29E-11,5.26E-10,-2,-2.5,7.071067812,-0.785398165
1,-2,-2.5,7.071067812,-0.785398165,4.15E-11,7.97E-10,-1.500000001,-3.000000001,7.071067812,-0.785398164
2,-2,-2.5,7.071067812,-0.785398165,5.51E-11,7.91E-10,-1.000000001,-3.500000001,7.071067812,-0.785398164
3,-2,-2.5,7.071067812,-0.785398165,6.21E-11,5.07E-10,-0.500000001,-4.000000001,7.071067812,-0.785398163
4,-2,-2.5,7.071067812,-0.785398165,5.97E-11,3.34E-11,-9.22E-10,-4.500000001,7.071067812,-0.785398163
5,-2,-2.5,7.071067812,-0.785398165,4.70E-11,-3.81E-10,0.499999999,-5.000000001,7.071067812,-0.785398163
6,-2,-2.5,7.071067812,-0.785398165,2.89E-11,-4.85E-10,1,-5.5,7.071067812,-0.785398163
7,-2,-2.5,7.071067812,-0.785398165,1.23E-11,-3.30E-10,1.5,-6,7.071067812,-0.785398163
8,-2,-2.5,7.071067812,-0.785398165,0,-2.46E-30,2,-6.5,7.071067812,-0.785398164
9,-2,-2.5,7.071067812,-0.785398165,0,0,2.5,-7,7.071067812,-0.785398164
0,-2,-2.5,-7.993640829,-5.470374712,-0.005918947,4.811708942,-2,-2.5,-7.993640829,-5.470374712
1,-2,-2.5,-7.993640829,-5.470374712,-0.005174154,0.038181499,-2.549530861,-3.080515955,-7.994232724,2.551516425
2,-2,-2.5,-7.993640829,-5.470374712,-0.004431983,0.030390788,-1.88529145,-3.52533454,-7.994750139,2.520978405
3,-2,-2.5,-7.993640829,-5.470374712,-0.00369157,0.023748617,-1.234901415,-3.990257221,-7.995193338,2.496674247
4,-2,-2.5,-7.993640829,-5.470374712,-0.002952318,0.01800386,-0.595966484,-4.470874865,-7.995562495,2.477683198
5,-2,-2.5,-7.993640829,-5.470374712,-0.002213809,0.012939408,0.033755421,-4.963561904,-7.995857726,2.463286544
6,-2,-2.5,-7.993640829,-5.470374712,-0.001475739,0.00836389,0.656342255,-5.465281987,-7.996079107,2.452939799
7,-2,-2.5,-7.993640829,-5.470374712,-0.000737871,0.004104408,1.27372178,-5.973430915,-7.996226681,2.446251811
8,-2,-2.5,-7.993640829,-5.470374712,0,3.62E-28,1.887700361,-6.485706928,-7.996300468,2.442969815
9,-2,-2.5,-7.993640829,-5.470374712,0,0,2.5,-7,-7.996300468,2.442969815
0,-2,-2.5,529618.977,0.801683678,6.44E-16,7.20E-06,-2,-2.5,529618.977,0.801683678
1,-2,-2.5,529618.977,0.801683678,1.49E-15,3.23E-05,36832.89,38052.1119,529618.977,1.182912225
2,-2,-2.5,529618.977,0.801683678,-1.55E-16,-6.06E-05,56864.69781,87079.5459,529618.977,2.893843885
3,-2,-2.5,529618.977,0.801683678,7.55E-16,-1.02E-05,5519.889462,100066.9731,529618.977,-0.317587942
4,-2,-2.5,529618.977,0.801683678,-4.11E-16,-1.02E-05,55833.23727,83528.24154,529618.977,-0.855405706
5,-2,-2.5,529618.977,0.801683678,-6.74E-16,-6.07E-05,90571.59857,43550.63702,529618.977,-1.393610418
6,-2,-2.5,529618.977,0.801683678,-6.46E-16,3.25E-05,99906.67551,-8582.068137,529618.977,-4.608438094
7,-2,-2.5,529618.977,0.801683678,-2.22E-16,6.82E-06,94411.14902,44093.93966,529618.977,-2.885245674
8,-2,-2.5,529618.977,0.801683678,-3.44E-16,-1.35E-14,43179.90586,30665.52454,529618.977,-2.523915315
9,-2,-2.5,529618.977,0.801683678,0,0,4,-7,529618.977,-2.523915316
0,-1,-2.5,7.474235582,-0.7328151,1.75E-11,5.72E-11,-1,-2.5,7.474235582,-0.7328151
1,-1,-2.5,7.474235582,-0.7328151,2.88E-11,-2.09E-10,-0.444444443,-2.999999999,7.474235582,-0.7328151
2,-1,-2.5,7.474235582,-0.7328151,3.19E-11,-7.67E-10,0.111111113,-3.499999998,7.474235582,-0.7328151
3,-1,-2.5,7.474235582,-0.7328151,2.45E-11,-1.39E-09,0.66666667,-3.999999996,7.474235582,-0.7328151
4,-1,-2.5,7.474235582,-0.7328151,1.09E-11,-1.61E-09,1.222222226,-4.499999996,7.474235582,-0.732815101
5,-1,-2.5,7.474235582,-0.7328151,-7.94E-13,-1.49E-09,1.777777782,-4.999999995,7.474235582,-0.732815103
